Greek Word,Frequency Rank,Theme,Level,French Translation,Part of Speech
ο λαγός,7239,General,189,,
το γιοτ,7240,General,189,,
ντύνεσαι,7241,General,189,,
η τζοάνα,7242,General,189,,
ουλντ,7243,General,189,,
ντόμινικ,7244,General,189,,
το ζώου,7245,General,189,,
αναγκαστώ / αναγκαστούσα,7246,General,189,,
το ντζι,7247,General,189,,
γυμνοί,7248,General,189,,
ο τας,7249,General,190,,
προφήτης,7250,General,190,,
τρίτος,7251,General,190,,
η σύνθεση,7252,General,190,,
το ντόροθι,7253,General,190,,
πάσχω / έπαθα,7254,General,190,,
η εστία,7255,General,190,,
ζαχαρωτά,7256,General,190,,
ο ψυχοπαθής,7258,General,190,,
το τηλεφωνητήςς,7259,General,190,,
το οίκον,7260,General,190,,
το βιβλιοπωλείο,7262,General,190,,
το αίτιο,7263,General,190,,
η σύλληψή,7264,General,190,,
τάε,7265,General,190,,
συστηθώ / συστηθούσα,7266,General,190,,
ανακρίνω / ανάκρινα,7268,General,190,,
το διαβατήριό,7270,General,190,,
γυμνάς,7271,General,190,,
γυρίσω / γύρισα,7272,General,190,,
ο μπαμπας,7273,General,190,,
ισχυροί,7274,General,190,,
νταξ,7275,General,190,,
μά,7276,General,190,,
το κρύσταλλο,7277,General,190,,
η τορπίλα,7279,General,190,,
αγενέςς,7280,General,190,,
το πέπλο,7282,General,190,,
κρίκετς,7283,General,190,,
το κλάιβ,7284,General,190,,
ο χριστιανός,7285,General,191,,
το πιπ,7286,General,191,,
μέλλοντος,7289,General,191,,
το οπλοστάσιο,7290,General,191,,
ο υποτιτλος,7291,General,191,,
η οδοντόβουρτσα,7292,General,191,,
συγκρίνω / σύγκρινα,7294,General,191,,
ο κακοποιός,7296,General,191,,
το αρνί,7297,General,191,,
λφρεντ,7298,General,191,,
ο αιδεσιμότατος,7299,General,191,,
το σέλμπι,7300,General,191,,
στάνταρ,7301,General,191,,
το παρτυ,7302,General,191,,
ιντερπόλ,7305,General,191,,
το τρομοκράτος,7306,General,191,,
φθάνω / έφθασα,7309,General,191,,
τέιτ,7310,General,191,,
χαθείς,7313,General,191,,
τελεια,7314,General,191,,
ο χορτοφάγος,7315,General,191,,
το σαμπουάν,7317,General,191,,
ιωάννη,7318,General,191,,
θυμώσω / θύμωσα,7320,General,191,,
το ποδιούς,7321,General,191,,
κουραστικός,7322,General,191,,
πλαστικά,7323,General,191,,
έσω / ήσα,7324,General,191,,
συγκεντρωμένος,7326,General,191,,
το μουλάρι,7327,General,191,,
σοβαρα,7329,General,192,,
ο αιχμαλώτος,7330,General,192,,
δεδομένης,7332,General,192,,
το ξαδέρφιο,7333,General,192,,
ατυχής,7334,General,192,,
αναφερθεί,7336,General,192,,
νεότερος,7337,General,192,,
το άσλεϊ,7338,General,192,,
βασιστώ / βασιστούσα,7339,General,192,,
η νατάσα,7342,General,192,,
το τούβοκ,7343,General,192,,
πολυάσχολος,7344,General,192,,
η εγρήγορση,7345,General,192,,
το θεμέλιο,7346,General,192,,
το καφέδεςς,7349,General,192,,
μιαν,7350,General,192,,
περι,7351,General,192,,
το τουσ,7353,General,192,,
μπρουκς,7354,General,192,,
τζερόμ,7355,General,192,,
η αύρα,7356,General,192,,
τζένσεν,7357,General,192,,
ο συμμαθητής,7359,General,192,,
το τούβλο,7360,General,192,,
άνι,7362,General,192,,
δυσκολος,7364,General,192,,
το οηε,7365,General,192,,
πιλότοι,7366,General,192,,
η σίλβια,7367,General,192,,
η κωλαράκις,7369,General,192,,
φλερτάρεις,7370,General,193,,
αύγουστος,7371,General,193,,
το κογιότ,7372,General,193,,
σκέτος,7373,General,193,,
το νηπιαγωγείο,7374,General,193,,
καρφώσω / κάρφωσα,7378,General,193,,
το εξπρέςς,7379,General,193,,
φόρεσα,7381,General,193,,
η στεροειδή,7382,General,193,,
το μέρντοκ,7383,General,193,,
το ακίνητο,7384,General,193,,
η επιστήμονα,7385,General,193,,
ηλεκτροσόκς,7389,General,193,,
ο ιταλός,7390,General,193,,
ο δορυφόρος,7391,General,193,,
το τζεντ,7392,General,193,,
το μάμα,7393,General,193,,
προβληματίζω / προβλημάτισα,7394,General,193,,
το σλεϊ,7395,General,193,,
το γραμμάριο,7396,General,193,,
ο σκύλων,7397,General,193,,
οι τρέμεις,7398,General,193,,
η αμύνη,7399,General,193,,
εξαπλωθεί,7400,General,193,,
η γρατζουνιά,7402,General,193,,
το ντουλαπάκι,7403,General,193,,
το λανγκ,7404,General,193,,
τα πελάτισσά,7406,General,193,,
το παπάριο,7407,General,193,,
το μαραφέτι,7408,General,193,,
ενίοτε,7410,General,194,,
το έμα,7411,General,194,,
ξοδέψω / ξόδεψα,7412,General,194,,
υποψήφια,7413,General,194,,
σταλώ / στάλαξα,7414,General,194,,
η ψείρα,7415,General,194,,
το ακροατήριο,7416,General,194,,
όριά,7418,General,194,,
ξανθά,7419,General,194,,
η χωρα,7420,General,194,,
εβραία,7421,General,194,,
αϊ,7422,General,194,,
γκαλάκτικα,7423,General,194,,
η παλάμη,7425,General,194,,
διπλάσιας,7426,General,194,,
ανήσυχη,7427,General,194,,
ο μοναχός,7428,General,194,,
το κατατρόμαξε,7429,General,194,,
αλαν,7430,General,194,,
η σοδειά,7431,General,194,,
η χερία,7432,General,194,,
ιούνιο,7433,General,194,,
ο εγωισμός,7434,General,194,,
ο ανταλλακτικός,7435,General,194,,
η ντροπαλή,7436,General,194,,
το ήμισυ,7437,General,194,,
η κεραία,7438,General,194,,
κομπ,7439,General,194,,
ιούς,7440,General,194,,
το σαρλότ,7441,General,194,,
ο βανίλιος,7442,General,195,,
το κρασιό,7443,General,195,,
εντωμεταξύ,7444,General,195,,
δολοφονηθεί,7445,General,195,,
ο ναύτης,7446,General,195,,
παλιό,7448,General,195,,
χυθεί,7449,General,195,,
σκάνω / έσκασα,7450,General,195,,
το κομματάκι,7452,General,195,,
εξαπλώνω / εξάπλωσα,7453,General,195,,
ο παπουτσιών,7454,General,195,,
τζοάς,7455,General,195,,
τα χάννα,7456,General,195,,
η φόνισσα,7457,General,195,,
αρρωστώ / αρρώστησα,7460,General,195,,
ορκίζω / όρκισα,7461,General,195,,
όρεγκον,7462,General,195,,
ο χερ,7463,General,195,,
στάντον,7464,General,195,,
ο συμμάχος,7465,General,195,,
νώε,7466,General,195,,
εγγυηθώ / εγγυηθούσα,7468,General,195,,
απόρρητη,7469,General,195,,
τα όρμα,7470,General,195,,
προσθέτω / προσέθεσα,7473,General,195,,
η ράφια,7474,General,195,,
ο έλληνας,7475,General,195,,
γουόρνηρ,7476,General,195,,
ο γαλάζιος,7477,General,195,,
η μαγαζιού,7478,General,195,,
αρπάξω / άρπαξα,7480,General,196,,
αόρατη,7482,General,196,,
το πιρούνι,7483,General,196,,
το κυνηγό,7484,General,196,,
η κάψουλα,7487,General,196,,
κλασσικός,7489,General,196,,
ζηλιάρης,7490,General,196,,
το ξυράφι,7491,General,196,,
εξομολογηθώ / εξομολογηθούσα,7492,General,196,,
το κλαίς,7493,General,196,,
η ενήλικη,7494,General,196,,
τσακώνω / τσάκωσα,7495,General,196,,
ανάρμοστος,7496,General,196,,
ξερος,7497,General,196,,
φερ,7498,General,196,,
το πιόνι,7499,General,196,,
γκρέτα,7500,General,196,,
μισος,7501,General,196,,
ότο,7502,General,196,,
το ντάν,7503,General,196,,
ο ρολός,7504,General,196,,
η μπαμπάδα,7505,General,196,,
εγκαταλελειμμένος,7506,General,196,,
ο κοντέινερ,7507,General,196,,
η μπουγάδα,7508,General,196,,
η ιδιοκτήτρια,7510,General,196,,
ζωγραφίσω,7511,General,196,,
επιτυχημένος,7513,General,196,,
το ελάττωμα,7514,General,196,,
τα σχοινιά,7515,General,196,,
ντουέιν,7516,General,197,,
αργείς,7517,General,197,,
περασμένα,7518,General,197,,
χακ,7519,General,197,,
θάνατον,7520,General,197,,
το μαργαριτάρι,7522,General,197,,
φούλερ,7523,General,197,,
αισιόδοξος,7525,General,197,,
πληγωθείς,7526,General,197,,
φουλ,7527,General,197,,
ο πέρας,7528,General,197,,
η υιού,7530,General,197,,
το εχασε,7534,General,197,,
έπαθλο,7535,General,197,,
η στελέχη,7536,General,197,,
μέντα,7537,General,197,,
απόδειξής,7538,General,197,,
τραγουδήσω / τραγούδησα,7539,General,197,,
ο σάιλας,7540,General,197,,
ξάδελφος,7541,General,197,,
ενεργώ / ενέργησα,7542,General,197,,
η πεθερά,7543,General,197,,
συνδέσω / σύνδεσα,7544,General,197,,
φθηνό,7545,General,197,,
το φλερτ,7546,General,197,,
οι πιτζάμες,7547,General,197,,
πιθανών,7549,General,197,,
ο αναπληρωτής,7550,General,197,,
ενω,7551,General,197,,
ο φόνων,7552,General,197,,
το μπέρμπον,7553,General,198,,
το άντζι,7554,General,198,,
η λωρίδα,7555,General,198,,
βιαστώ / βιαστούσα,7556,General,198,,
ο επίσκοπος,7557,General,198,,
το ξημέρωμα,7559,General,198,,
το προσευχηθώς,7560,General,198,,
ευάλωτος,7563,General,198,,
το έρανο,7564,General,198,,
μπερδεύω / μπέρδεψα,7565,General,198,,
ντρες,7566,General,198,,
η κίτρινα,7567,General,198,,
κουπόνια,7569,General,198,,
το τσου,7570,General,198,,
καυτάς,7573,General,198,,
τσακίσω / τσάκισα,7574,General,198,,
βοηθοί,7575,General,198,,
κορυφαίος,7576,General,198,,
το πόνι,7578,General,198,,
δικος,7579,General,198,,
τα καρότα,7580,General,198,,
φρέσκιος,7582,General,198,,
κολλήσω / κόλλησα,7583,General,198,,
χουκ,7584,General,198,,
ντίκι,7585,General,198,,
αποδεκτός,7586,General,198,,
το σπίρτο,7588,General,198,,
αιχμάλωτος,7589,General,198,,
η μύτα,7590,General,198,,
έπινος,7591,General,198,,
η αίρεση,7592,General,199,,
ζωγραφίζω / ζωγράφισα,7594,General,199,,
η χαρη,7595,General,199,,
το κέρατο,7596,General,199,,
το χαμόγελό,7597,General,199,,
αναπτύσσω / ανάπτυξα,7598,General,199,,
ανάγκασες,7599,General,199,,
γκριμ,7602,General,199,,
το μπουφέ,7603,General,199,,
η σιωπηλή,7604,General,199,,
ντύνομαι / ντύθηκα,7605,General,199,,
αδειάσω / άδειασα,7606,General,199,,
η θόλος,7608,General,199,,
το επίδομα,7610,General,199,,
η ζακέτα,7611,General,199,,
το παϊδάκι,7612,General,199,,
η μηνύματά,7614,General,199,,
απομακρυνθεί,7615,General,199,,
τζέησον,7616,General,199,,
το κουπί,7617,General,199,,
φτος,7618,General,199,,
η ανάρρωση,7619,General,199,,
εφεδρικός,7620,General,199,,
σταδιακά,7621,General,199,,
η ενάμιση,7622,General,199,,
το χέρμπερτ,7623,General,199,,
προλαβαίνω / πρόλαβα,7624,General,199,,
το ντύσιμο,7625,General,199,,
νικολάι,7626,General,199,,
θεάτρος,7628,General,199,,
ανακοινώνω / ανακοίνωσα,7630,General,200,,
οι αναλύσεις,7631,General,200,,
το κοράκι,7632,General,200,,
το τρυπάνι,7633,General,200,,
χομπς,7634,General,200,,
αποδειχτεί,7635,General,200,,
φίλησέ,7636,General,200,,
ουπς,7637,General,200,,
η νυχτερίδα,7638,General,200,,
η κρέα,7639,General,200,,
τα κλαδιά,7640,General,200,,
κουβεντιάσω / κουβέντιασα,7641,General,200,,
ο κύρος,7642,General,200,,
ομορφος,7644,General,200,,
η στάδια,7645,General,200,,
κάρβουνο,7646,General,200,,
το λαζάνι,7647,General,200,,
πονώ / πόνεσα,7648,General,200,,
άλλά,7649,General,200,,
το απόβλητο,7650,General,200,,
οι τίγρεις,7651,General,200,,
το τζέθρο,7652,General,200,,
το λαγουδάκι,7653,General,200,,
τζόσεφ,7654,General,200,,
ελισάβετ,7656,General,200,,
παραδοθώ / παραδοθούσα,7657,General,200,,
η κολομβία,7658,General,200,,
συνοδέψω / συνόδεψα,7659,General,200,,
το τεταρτημόριο,7662,General,200,,
το καφες,7663,General,200,,
ραλ,7665,General,201,,
ορκίσου,7667,General,201,,
το κακούργημα,7668,General,201,,
οι αποκαλύψεις,7670,General,201,,
δολοφόνησες,7671,General,201,,
το μπουρδέλο,7672,General,201,,
μαύρης,7673,General,201,,
το σύμπτωμα,7674,General,201,,
γλύκας,7676,General,201,,
τρούντι,7677,General,201,,
το τηλεσκόπιο,7678,General,201,,
το γκρέισι,7679,General,201,,
άριστος,7680,General,201,,
έκο,7681,General,201,,
ζωτικά,7682,General,201,,
ζωτικός,7683,General,201,,
γκάρντνερ,7684,General,201,,
το αγοράκι,7686,General,201,,
τα άχυρα,7687,General,201,,
η χήνα,7688,General,201,,
υψηλότερο,7690,General,201,,
ο γουέμπερ,7691,General,201,,
το ντουζ,7692,General,201,,
το σπατάλος,7693,General,201,,
το λούκ,7694,General,201,,
ανεβάσω / ανέβασα,7695,General,201,,
διδακτορικός,7696,General,201,,
το ρο,7697,General,201,,
μπάρ,7698,General,201,,
το κουάρκ,7699,General,201,,
ο δεκανέας,7701,General,202,,
η ρώγα,7703,General,202,,
το έμβρυο,7704,General,202,,
το γιατρε,7706,General,202,,
το κρύωμα,7707,General,202,,
μάζεψέ,7709,General,202,,
ενημερωθεί,7710,General,202,,
η προκλήση,7711,General,202,,
σωστος,7713,General,202,,
ο ελέφαντας,7714,General,202,,
νικάω / νίκησα,7716,General,202,,
ο δισκοπότηρος,7717,General,202,,
η διδασκαλία,7718,General,202,,
το αποχαιρετιστήριο,7719,General,202,,
ο ασύρματος,7720,General,202,,
το στίγμα,7721,General,202,,
το σμήνος,7722,General,202,,
θύμισές,7723,General,202,,
ο εναντίων,7724,General,202,,
το λεόν,7725,General,202,,
ο πωλήσεων,7726,General,202,,
ντρεα,7727,General,202,,
το παιχνιδι,7728,General,202,,
στεγνός,7729,General,202,,
βιολογία,7730,General,202,,
το ρχο,7731,General,202,,
μάιλο,7732,General,202,,
η πολυθρόνα,7733,General,202,,
εκτελεστεί,7734,General,202,,
το αιμα,7735,General,202,,
απίθανοςς,7737,General,203,,
αγνώστος,7738,General,203,,
ουαωυ,7739,General,203,,
η σχεση,7740,General,203,,
το γέρους,7742,General,203,,
καρδιακός,7743,General,203,,
η διατήρηση,7744,General,203,,
παρακολούθας,7745,General,203,,
αρρωσταίνω / αρρώστησα,7746,General,203,,
ο επίτροπος,7747,General,203,,
ο μπάτσελορ,7748,General,203,,
μεταξυ,7751,General,203,,
το ξυπνητήρι,7753,General,203,,
πρόγονός,7754,General,203,,
τέτοιονς,7755,General,203,,
παλμ,7756,General,203,,
ορκίζεσαι,7757,General,203,,
η χούλια,7758,General,203,,
ενθουσιάζω / ενθουσίασα,7759,General,203,,
ο διευθύνος,7760,General,203,,
αρθουρς,7761,General,203,,
όστιν,7762,General,203,,
οι σκαρώνεις,7763,General,203,,
φησος,7764,General,203,,
το άλεν,7765,General,203,,
ανακατεύομαι / ανακατεύθηκα,7766,General,203,,
η σπασίκλα,7767,General,203,,
νάνος,7768,General,203,,
το τροποςς,7769,General,203,,
η φράουλα,7770,General,203,,
μπρέιντι,7771,General,204,,
ο εκπαιδευτής,7772,General,204,,
ο εκδικητής,7774,General,204,,
γυναικεία,7775,General,204,,
κύστος,7777,General,204,,
απελπισμένα,7778,General,204,,
τζεμ,7779,General,204,,
ενεργή,7780,General,204,,
το κολατσιό,7781,General,204,,
εσώρουχά,7782,General,204,,
τζόσι,7784,General,204,,
κωμικός,7785,General,204,,
το κώλους,7786,General,204,,
το μπαρούτι,7787,General,204,,
αναμένω / ανέμεινα,7788,General,204,,
πίτι,7789,General,204,,
η γαλλίδα,7791,General,204,,
ο μεγαλειότητάς,7792,General,204,,
το όγκι,7794,General,204,,
η σέλα,7796,General,204,,
το μπερνάρντ,7797,General,204,,
εκλεκτός,7798,General,204,,
η παντόφλα,7799,General,204,,
η δείκτη,7800,General,204,,
λιώνω / έλιωσα,7801,General,204,,
ταπεινός,7803,General,204,,
το βαποράκι,7804,General,204,,
το κορν,7805,General,204,,
το αλόγο,7806,General,204,,
μυστηριώδες,7807,General,204,,
το νελ,7808,General,205,,
αθόρυβας,7809,General,205,,
ταΐσω / τάισα,7811,General,205,,
τα χρονικά,7812,General,205,,
το μάρκς,7813,General,205,,
μειωθεί,7814,General,205,,
αξιοπρεπής,7815,General,205,,
η ντομάτα,7816,General,205,,
το σταφύλιο,7817,General,205,,
ο μαέστρος,7818,General,205,,
η υορκη,7820,General,205,,
βοδινός,7821,General,205,,
έξαλλη,7822,General,205,,
κλαπεί,7823,General,205,,
η αποβολή,7825,General,205,,
μπερντ,7826,General,205,,
η ανύπαντρη,7828,General,205,,
πνίγομαι / πνίγηκα,7829,General,205,,
το γουρουνάκι,7830,General,205,,
η ταλαιπωρία,7831,General,205,,
καναδυό,7832,General,205,,
εκπροσωπώ / εκπροσώπησα,7833,General,205,,
κουβαλώ / κουβάλησα,7835,General,205,,
το άρμα,7837,General,205,,
δικάζω / δίκασα,7838,General,205,,
η άγκυρα,7839,General,205,,
το χαβιάρι,7840,General,205,,
ο λόχος,7841,General,205,,
η κάβα,7842,General,205,,
το έντουαρντς,7844,General,205,,
το μετάξι,7845,General,206,,
οι αρχηγοί,7847,General,206,,
γαμάτοςς,7850,General,206,,
πατάω / πάτησα,7851,General,206,,
η αναισθησία,7852,General,206,,
το παλιόπαιδο,7853,General,206,,
η υποβρύχια,7854,General,206,,
ο βυθός,7856,General,206,,
ντίκονς,7857,General,206,,
παγιδευτεί,7858,General,206,,
το δίδακτρο,7860,General,206,,
γαμώτη,7861,General,206,,
ο σπασίκλας,7862,General,206,,
πικνίκ,7865,General,206,,
γραπτάς,7866,General,206,,
φίνα,7867,General,206,,
φιλάω / φίλησα,7868,General,206,,
το ιπτάμενο,7869,General,206,,
το ντόσον,7870,General,206,,
ακυρώνω / ακύρωσα,7873,General,206,,
πιθανότερο,7874,General,206,,
το τμημα,7876,General,206,,
άαρος,7877,General,206,,
το κόλλημα,7878,General,206,,
σιγουρευτείς,7879,General,206,,
το ραντεβου,7880,General,206,,
δύσκολοι,7881,General,206,,
ο καθρέφτης,7882,General,206,,
βγές,7884,General,206,,
αργεντινή,7885,General,206,,
εξέτασα,7886,General,207,,
ο κρύος,7887,General,207,,
ανήθικο,7888,General,207,,
η προώθηση,7889,General,207,,
το τύμπανο,7890,General,207,,
νταβατζής,7893,General,207,,
η σταχτοπούτα,7894,General,207,,
αστειος,7896,General,207,,
ώριμος,7897,General,207,,
αποσυρθώ / αποσυρθούσα,7898,General,207,,
η μπάρα,7899,General,207,,
η αφορμή,7900,General,207,,
καρέβ,7901,General,207,,
το καρναβάλι,7902,General,207,,
τίθεται / τίθετο,7903,General,207,,
η θαυμάστρια,7904,General,207,,
το μόριο,7905,General,207,,
σπρώχνω / έσπρωξα,7907,General,207,,
άξιο,7908,General,207,,
ασφαλέστερο,7909,General,207,,
το γούρι,7910,General,207,,
χαζούλης,7911,General,207,,
παρακολουθήσω / παρακολούθησα,7912,General,207,,
γερο,7913,General,207,,
σοφέρς,7916,General,207,,
το μπουντρούμι,7917,General,207,,
νοσοκόμος,7920,General,207,,
φερθώ / φερθούσα,7921,General,207,,
κοξ,7922,General,207,,
φτιαγμένος,7923,General,207,,
σάπιος,7924,General,208,,
η αναλογία,7925,General,208,,
άτυχος,7926,General,208,,
μακρύςς,7927,General,208,,
το κέητ,7928,General,208,,
ο ηρωίνης,7929,General,208,,
συνδεθεί,7931,General,208,,
το λώρενς,7932,General,208,,
η μικροκυμά,7933,General,208,,
το ντικς,7934,General,208,,
ο μηνας,7935,General,208,,
ακτοφυλακός,7936,General,208,,
η κατσαρόλα,7938,General,208,,
το βακτήριο,7940,General,208,,
το τέντ,7941,General,208,,
άρτι,7942,General,208,,
το πρωϊνό,7943,General,208,,
το παλούκι,7944,General,208,,
το μαστίγιο,7946,General,208,,
η τραγουδιού,7947,General,208,,
η λάμα,7948,General,208,,
ο όμερ,7949,General,208,,
η αφαίρεση,7951,General,208,,
ξένε,7952,General,208,,
το αναπνοέ,7955,General,208,,
το κυκλώμα,7956,General,208,,
το τσιν,7957,General,208,,
εμπνέω / ενέπνευσα,7958,General,208,,
αλίμονο,7959,General,208,,
το χειρόγραφο,7960,General,208,,
οι δωρεές,7962,General,209,,
στενοχωριέσαι,7964,General,209,,
η ανελκυστήρα,7965,General,209,,
ο πρόσφυγας,7966,General,209,,
το σωθικό,7967,General,209,,
ο εξετάσεων,7968,General,209,,
ανταποδώσω / ανταπέδωσα,7970,General,209,,
το λουτρό,7973,General,209,,
ο δάσκαλός,7974,General,209,,
βέβαιοι,7975,General,209,,
τυρ,7976,General,209,,
ιουλιέτα,7977,General,209,,
το κάρολαϊν,7978,General,209,,
φταίμε,7979,General,209,,
γα,7980,General,209,,
πούστης,7981,General,209,,
ο επιδέσμος,7982,General,209,,
το νύχι,7983,General,209,,
φίλιξς,7984,General,209,,
το καμαρίνι,7985,General,209,,
φάουλερ,7986,General,209,,
έκτωρ,7987,General,209,,
γουίλερ,7988,General,209,,
το κολεγίο,7989,General,209,,
η αρχη,7990,General,209,,
το κουέντινς,7992,General,209,,
κορδόνι,7993,General,209,,
το επίθετό,7994,General,209,,
ο λάος,7995,General,209,,
ρόντα,7996,General,209,,
ντυθεί,7997,General,210,,
η κατσαρίδα,7998,General,210,,
το κίρστενς,7999,General,210,,
η πνευμονία,8000,General,210,,
το πορτρέτο,8001,General,210,,
ο χασάπης,8002,General,210,,
το αστράγαλο,8003,General,210,,
οι πύραυλοι,8004,General,210,,
το σποκ,8005,General,210,,
ο αλογος,8006,General,210,,
υψίστης,8007,General,210,,
ότις,8008,General,210,,
το τρακς,8009,General,210,,
κλίβλαντ,8010,General,210,,
άπό,8011,General,210,,
το αναμορφωτήριο,8012,General,210,,
λεμ,8014,General,210,,
ομορφότερη,8015,General,210,,
η οφέλη,8017,General,210,,
ο μάστερ,8018,General,210,,
ευθύς,8019,General,210,,
η παρεκκλήσις,8021,General,210,,
οι πατημασιές,8022,General,210,,
η καλοκαιριού,8023,General,210,,
πυροβολικός,8024,General,210,,
φερθεί,8025,General,210,,
ο πίθηκος,8027,General,210,,
ινδικός,8028,General,210,,
υπόψιν,8030,General,210,,
η φάλαγγα,8031,General,210,,
η πεισματάρα,8032,General,211,,
μιλ,8034,General,211,,
το γερανό,8035,General,211,,
γκρίζα,8036,General,211,,
γιανς,8038,General,211,,
πόιντ,8039,General,211,,
οι γάμοι,8040,General,211,,
οργανώσω / οργάνωσα,8041,General,211,,
ίσοι,8042,General,211,,
η αγορία,8043,General,211,,
οι εκφράσεις,8044,General,211,,
τρελλή,8046,General,211,,
οι χορδές,8047,General,211,,
ο αέρος,8048,General,211,,
ολοταχώς,8049,General,211,,
λουίζα,8050,General,211,,
λήο,8051,General,211,,
το μέγαρο,8052,General,211,,
ο βήχας,8055,General,211,,
ο σωρός,8056,General,211,,
η θηλυκά,8057,General,211,,
ντόροθυ,8058,General,211,,
το χορτάρι,8059,General,211,,
το ενυδρείο,8061,General,211,,
το νόμισε,8062,General,211,,
θαμμένος,8063,General,211,,
τόρι,8064,General,211,,
άσκοπα,8065,General,211,,
η εξίσωση,8068,General,211,,
βέρνον,8071,General,211,,
μπερδεμένα,8072,General,212,,
επανέρχομαι / επανήρθα,8075,General,212,,
σασ,8076,General,212,,
σάικς,8078,General,212,,
ο ήρωάς,8079,General,212,,
τζίλιαν,8080,General,212,,
το πώλ,8081,General,212,,
η βιοψία,8082,General,212,,
το πιπέρι,8083,General,212,,
το ξύρισμα,8085,General,212,,
ο σουβενίρ,8086,General,212,,
μασ,8087,General,212,,
υιός,8088,General,212,,
μπάιρος,8089,General,212,,
χέσ,8090,General,212,,
ο τρακτέρ,8092,General,212,,
ο καθήκοντος,8093,General,212,,
η κόμπρα,8094,General,212,,
το προξενείο,8095,General,212,,
τα πράσα,8097,General,212,,
η στύση,8098,General,212,,
η κουκουβάγια,8100,General,212,,
κάλλιστα,8101,General,212,,
μεγαλόσωμος,8102,General,212,,
αντρικός,8103,General,212,,
το μινγκ,8104,General,212,,
ώστιν,8105,General,212,,
άοπλος,8106,General,212,,
ο διαλογων,8107,General,212,,
ο πεζοναυτής,8108,General,212,,
η φωτια,8109,General,213,,
ο χωρικός,8110,General,213,,
ντέκερ,8111,General,213,,
το μπαγκάζ,8112,General,213,,
το καθενόςς,8113,General,213,,
διαφύγει / διάφυγε,8114,General,213,,
εξασφαλίζω / εξασφάλισα,8116,General,213,,
δειπνήσω / δείπνησα,8119,General,213,,
η σύριγγα,8120,General,213,,
ο δίδυμος,8122,General,213,,
αρτ,8124,General,213,,
ο υπαρχηγός,8125,General,213,,
η επίσκεψή,8126,General,213,,
το χόλντενς,8127,General,213,,
ήσυχοι,8128,General,213,,
η γιούτα,8129,General,213,,
το κοριούς,8130,General,213,,
ο βασιλιας,8131,General,213,,
ο αντίκτυπος,8132,General,213,,
στριπτιζέζ,8133,General,213,,
μεξικάνικος,8134,General,213,,
οι θάλασσες,8135,General,213,,
ευαίσθητα,8136,General,213,,
το σωλήναςς,8137,General,213,,
το κήπου,8138,General,213,,
το πραγματάκιο,8140,General,213,,
κρατηθεί,8141,General,213,,
απότομος,8142,General,213,,
ριάλιτι,8143,General,213,,
χαιρετήσω / χαιρέτησα,8145,General,213,,
το κουτσομπολιό,8146,General,214,,
ολοφάνερο,8147,General,214,,
η λιακάδα,8149,General,214,,
λιγότεροι,8150,General,214,,
μικρούλης,8151,General,214,,
η κηλίδα,8152,General,214,,
η κονσέρβα,8153,General,214,,
το χου,8154,General,214,,
ο γίγαντης,8155,General,214,,
αλις,8156,General,214,,
μάϊκλ,8157,General,214,,
η σια,8158,General,214,,
αποδεχτής,8159,General,214,,
η στοίβα,8162,General,214,,
αναπηρικός,8165,General,214,,
το οράτιε,8168,General,214,,
το ταπί,8171,General,214,,
ο αστροναύτης,8172,General,214,,
μετατρέπω / μετέτρεψα,8173,General,214,,
το δακτυλίδι,8174,General,214,,
το νοκ,8175,General,214,,
ντάκυ,8176,General,214,,
η επάγγελμά,8177,General,214,,
θάντερκατς,8178,General,214,,
η ντίνα,8179,General,214,,
η φυλακισμένη,8180,General,214,,
υπόνομο,8181,General,214,,
αποτύχω / απέτυχα,8182,General,214,,
κριτικός,8183,General,214,,
ο προγόνος,8184,General,214,,
ευχηθώ / ευχηθούσα,8185,General,215,,
μοντ,8186,General,215,,
συζητάω / συζήτησα,8187,General,215,,
οι ίντσες,8189,General,215,,
πληρώνεσαι,8190,General,215,,
αδέξια,8192,General,215,,
η κομπίνα,8193,General,215,,
το αδέρφι,8194,General,215,,
ξοδεύω / ξόδεψα,8195,General,215,,
ο αστέρας,8196,General,215,,
η τσαγιού,8197,General,215,,
πέννυς,8199,General,215,,
ο συμβόλαιός,8200,General,215,,
μαύρων,8201,General,215,,
η διατριβή,8203,General,215,,
η όρις,8205,General,215,,
το άριο,8206,General,215,,
ο λειτουργός,8208,General,215,,
το γαλόνι,8209,General,215,,
η πάμελα,8210,General,215,,
το βάφλες,8211,General,215,,
η νιού,8212,General,215,,
το παρμπρίζ,8213,General,215,,
η αντανάκλαση,8215,General,215,,
αυτοκινητος,8217,General,215,,
το υποκείμενο,8218,General,215,,
γεννιέται / γεννήθηκε,8219,General,215,,
χαλαρός,8220,General,215,,
ανίτα,8221,General,215,,
ο πεντανόστιμος,8222,General,215,,
το πόνυ,8225,General,216,,
το παραδείσου,8227,General,216,,
πνίγω / έπνιξα,8230,General,216,,
η δονήση,8231,General,216,,
σκαρώνω / σκάρωσα,8232,General,216,,
στοιχειώνω / στοίχειωσα,8233,General,216,,
το μπέντζι,8235,General,216,,
το παραδώσου,8238,General,216,,
παρηγορώ,8239,General,216,,
το κλόι,8240,General,216,,
η πιστόλια,8241,General,216,,
μορίς,8242,General,216,,
ανοσία,8243,General,216,,
αγνοεί / αγνόησε,8244,General,216,,
